url,type
break.com/findpix/laurence-leboeuf-nu/family-off/,benign
artistwiki.com/eddie-griffin,benign
http://x0shop.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=http://cbzpivdus.battle.net/d3/en/index,phishing
http://rs.nnok.asia/m=weblogin/index.htm,phishing
filmbug.com/db/265300,benign
twitter.com/IamDonCheadle,benign
utrockets.com/ViewArticle.dbml?DB_OEM_ID=18000&ATCLID=1437842,benign
videogameshop.me/disney-channel/,benign
cacouna.net/patrimoinereligieux_e.htm,benign
http://www.capella.nl/nl/veel-gestelde-vragen/1-programma-activering.html,phishing
rinconriders.com/35-foreman-rubicon/,benign
nytimes.com/2010/01/20/arts/music/20mcgarrigle.html,benign
http://columbiafresh.es/index.php?option=com_phocagallery&view=detail&catid=2:2-evaporacion-en-caliente&id=31:difusor-en-enchufe&tmpl=component&Itemid=18,phishing
hockeydb.com/vb/showthread.php?t=29572,benign
http://konsult-v.com/index.php?view=article&id=1:test-page&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=9&lang=en,phishing
amctheatres.com/,benign
m-fb-com-login.online,phishing
madison-atlantic.com/pa140philopaul.php,benign
http://deadspin.com/5388065/red-sox-underwear-for-sale-if-youre-into-that-sort-of-thing,benign
http://winkerdecoracion.com/index.php?option=com_content&view=article&id=54&Itemid=30,phishing
http://www.holtemidtpunkt.dk/index.php?option=com_content&view=article&id=54&Itemid=163,phishing
facebook.com/pages/Fashion-illustration/112062308810692,benign
nytimes.com/2005/04/28/sports/football/28sample.html,benign
https://www.hybrid-analysis.com/sample/08fd1b2dee149f4dda5859d21a4405b107c63d946dc1bccf43f4068f6d07a041?environmentId=2,phishing
empresarialcontabilgl.com,phishing
http://www.bruynzeelmultipanel.be/x.txt,phishing
http://chinesevie.com/index.php?option=com_content&view=article&id=94&Itemid=59&lang=en,phishing
newyork.craigslist.org/brk/abo/2706915588.html,benign
http://www.thenewspaper.ca/the-news?start=54,phishing
houseofblues.com/venues/clubvenues/chicago/,benign
tglfoundation.com/nycmarathon.html,benign
familytreemaker.genealogy.com/users/a/d/a/Leslie-W-Adams/WEBSITE-0001/UHP-Sources.html,benign
http://puracolombia.com/en/testimonio-3,phishing
lisnave.com/,benign
http://bestblackhatforum.com/Thread-Become-VIP-Is-Your-Best-Bet-Why?action=lastpost,benign
soundtrack.net/albums/database/?id=2142,benign
loglar.com/song.php?id=15661,benign
kazinna.gq,phishing
http://www.richpictures.co.uk/home/viewpost/214,phishing
thestorageplaceinc.com/,benign
http://doodle.com/pt/premium?utm_source=doodle&utm_medium=home&utm_campaign=premiumHome,benign
scribd.com/doc/61089294/Professional-ASP-NET-MVC-3,benign
colorfolio.com/showcase/galenrowell.htm,benign
missouri.rivals.com/cviewplayer.asp?Player=402349,benign
http://9779.info/%E8%A1%8D%E7%BA%B8%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,phishing
pawd.uscourts.gov/Applications/pawd_outreach/Judges.html,benign
uncyclopedia.wikia.com/wiki/Lionel_Blair,benign
fl.optimuslaw.com/clay.county/business.law.htm,benign
bayontop.com/f19/sending-r-i-p-all-fallen-rap-soldiers-worldwide-8822/,benign
"http://torontochieftains.com/component/option,com_jevents/Itemid,27/day,03/month,02/task,month.calendar/year,2013/index.html",phishing
usedmontreal.com/classified-ad/Reparation-Refrigerateur-514-817-6424-Montreal-Laval_13706669,benign
daymix.com/Charles-Bronfman/,benign
blogs.montrealgazette.com/2011/07/24/heavy-mtl-day-2-girlschool/,benign
dodgeglobe.com/features/x911071989/Flying-high-and-following-dreams-A-Universal-Helicopter-Inc-flight-instructors-story,benign
usairways.com/en-CH/travel_information/children/unaccompanied_minor.html,benign
kcfrogman.com/,benign
123movies.info/movie/%c3%96yle_bir_kadin_ki_(1979)_1581191,benign
facebook.com/joseph.venne1,benign
http://pantherma.eu/index.php?option=com_content&view=article&id=101&Itemid=113&lang=pl,phishing
linkedin.com/pub/dir/antonio/davis,benign
football-england.com/,benign
amherstsoccer.com/home/570753.html,benign
northjersey.com/sports/123526139__classic__Showcase.html,benign
nobeliefs.com/abuse.htm,benign
http://www.proagroin.org/en/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5wcm9hZ3JvaW4ub3JnL2VuL3NlcnZpY2VzL3NlcnZpY2VzLmh0bWw=,phishing
http://9779.info/%E5%8D%A1%E7%BA%B8%E7%AB%8B%E4%BD%93%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,phishing
http://olx.ro/i2/moda-frumusete/incaltaminte-barbati/sandale/moda-frumusete/incaltaminte-barbati/sandale,benign
imdb.com/name/nm0346369/bio,benign
flixster.com/actor/jason-wiles,benign
http://www.lacos.de/cms_neu/index.php?view=article&catid=14&id=181:biogas&tmpl=component&print=1&layout=default&page=&lang=de,phishing
http://gulfcoastlivingonline.org/paradise/moments-in-time,phishing
http://webcamsocial.com/index.php?option=com_user&view=reset&Itemid=2,phishing
moejackson.com/2011-lily-collins-uk-premiere-of-abduction-0926,benign
fanfiction.net/s/5776124/1/Topsy_Turvy,benign
freepages.genealogy.rootsweb.ancestry.com/~eurovol/CaldwellGenealogyPages/family_history.htm,benign
hsoac.org/home/,benign
filecraft.com/?q=mayonaka+no+teikoku+scans,benign
beso.com/tom-ford-brad/search,benign
ballotpedia.org/wiki/index.php/Frank_Henderson,benign
politicalgraveyard.com/bio/westcott-westmoreland.html,benign
banyanair.com/,benign
http://mic.com/articles/98310/scientists-prove-that-pop-music-is-literally-ruining-our-brains,benign
allyoucanread.com/kansas-city-newspaper-mo/,benign
blairrobertson.com/blog/predictions-china-disaster-ufos-japan-recovery-serial-killer-revelations/,benign
huffingtonpost.com/2011/11/14/robert_n_1093556.html,benign
ehealthforum.com/health/retching-with-nausea-and-vomiting-t258271-a1.html,benign
fmlist.org/fi_bs_public_i.php?la=en&omid=989&usage=B&la=en&HideRDS=true,benign
http://www.motechsolutions.co.uk/modules/mod_negeticsPSP/st.php?pt=12&pb=12&pr=12&pl=12&fN=DejaVuSans-Bold.ttf&fsN=14&fs=12&w=45&iN=pointy-blue.12.png&iW=57&a=2&v=1&aN=1&vN=2&h=240&f=DejaVuSansCondensed-Oblique.ttf&cH=1&eH=1&t=Network+Cabling&bgc=ffffff&fgc=ffffff&num=,phishing
http://mashable.com/category/international-space-station/2015/03/27/nasa-scott-kelly-year-in-space,benign
http://distractify.com/post/related/id/553712414a0c4baf6a8a2a66/skip/20/limit/10/back/0,benign
reports.innovaro.com/reports/pharmascience-inc-strategic-swot-analysis-review,benign
webinformation.co/www.vrak.tv,benign
appworld.blackberry.com/webstore/content/872,benign
linkedin.com/pub/dir/%20/Covington/us-97-Washington-D.C.-Metro-Area,benign
oakland.athletics.mlb.com/spring_training/ballpark.jsp?c_id=oak,benign
croonet.com/start/J_NDQ1OTAwMQ%3D%3D/,benign
kolkataescortservice.org/,benign
http://jmdongnan.com/daxibeimuban/template/jianfei/images/css.css,phishing
reunion.com/alainlemieux/,benign
http://www.presskhmer.com/ro23/DRBODBX/pbo/,phishing
http://www.tunatekstil.net/hands/fashion.ashx?theme=newyork&skin=standart&lan=tr,phishing
http://dl.pocodoctor.com/n/12049585/PowerPoint.exe?secure=1437498579_8a8b58d23e79b79dbf46885b47f5383b,phishing
connect.in.com/gerry-bertier/photo-gallery.html,benign
imdb.com/name/nm0004462/,benign
comingsoon.net/films.php?id=49931,benign
soundcloud.com/cburford2/change-of-plan,benign
pipl.com/directory/people/William/Binney,benign
http://chelurao.ru/index.php?option=com_content&view=article&id=35&Itemid=44&lang=ru,phishing
http://eurokert.eu/index.php?option=com_joomgallery&func=viewcategory&catid=12&Itemid=189,phishing
http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fcltmusic&width=940&height=285&colorscheme=dark&show_faces=true&border_color=false&stream=false&header=true&appId=213085448738062,phishing
evri.com/person/terence-corcoran-0xb312e,benign
http://fcdomont.fr/index.php?view=article&catid=49:actualites&id=146:homepage-57-elections&tmpl=component&print=1&layout=default&page=,phishing
bleacherreport.com/articles/740229-juventus-transfer-market-14-footballers-that-would-fit-in-torino,benign
mastersanitaryware.com,phishing
deepali.ca/,benign
bls.gov/oco/cg/cgs024.htm,benign
http://techcrunch.com/2015/05/12/mikmak-is-the-smartphone-based-reinvention-of-the-infomercial/,benign
answers.yahoo.com/question/index?qid=20100216200606AA5ksOl,benign
emusic.com/album/Narnia-Course-Of-A-Generation-MP3-Download/11537087.html,benign
sportscollectors.net/Players.aspx?c=3&bl=F&el=F,benign
blog.heritagesportsart.com/2010/08/ohio-state-university-buckeyes-football.html,benign
http://christbaumhof-manzl.at/index.html,phishing
jamesjoyce.ie/,benign
mylife.com/melanieshubertmorgan,benign
http://www.englishlanguageco.com/index.php?option=com_content&view=article&id=4&Itemid=4&lang=es,phishing
itunes.apple.com/us/album/real-talk-2000-bonus-track/id293655727,benign
securecenter-cas1.top,phishing
stores.ebay.com/THE-CARD-MAN-9986/BASEBALL-CARDS-/_i.html?_fsub=1484630018,benign
fdltcc.edu/academics/departments/athletics/,benign
angelfire.com/planet/pellerin/pellerin.htm,benign
pornxxxhub.com/?option=tag_game&tag=flim+xxx+arabi,benign
http://ecoledecoiffurecarolinelaprise.com/coordonnees.html,phishing
http://www.yuehui001.com/goitem.php?id=28,phishing
http://www.tipulsini.co.il/index.php?option=com_content&view=article&id=61&Itemid=68,phishing
youtube.com/watch?v=c4im6XnmQmk,benign
goodreads.com/author/show/1965004.Francis_M_Nevins,benign
resultsathlete.com/,benign
ask4healthcare.com/healthcaresolutions/DoctorDetail.aspx?Doc_id=DR/EM04314,benign
tibetancrystalsingingbowls.com/,benign
hockeydb.com/ihdb/stats/pdisplay.php?pid=54988,benign
starpulse.com/Actresses/Dunning%2C_Debbe/,benign
youtube.com/watch?v=ARWfCBr0ZDM,benign
hymiesrecords.com/faqs/,benign
adimg.zdnet.com/mac-ad?SP=190&_RGROUP=18117&NCAT=10%3A&CNET-BRAND-ID=2&HUB=cn&&&CNET-SITE-ID=2&ASSET_HOST=adimg.zdnet.com&PTYPE=2000&CNET-ONTOLOGY-NODE-ID=10&&CID=0&&POS=100&ENG:DATETIME=2011.11.22.09.36.19&SYS:RQID=00c13-ad-e7:4ECB99B415ECA6&&&&&&&&CNET-PAGE-GUID=uf3YggoPOk4AAFuQg-sAAAA9&adfile=7933/11/558330_wc.ca,benign
http://torcache.net/torrent/EEC86C41257C7D783BA14AFA86F0AFDC589A54E9.torrent?title=[kickass.to]seconds.2014.malayalam.dvdrip.700mb.razor.3x.zippymoviez,benign
savewealth.com/links/location/theaters/amc/,benign
sports.espn.go.com/ncb/notebook?page=notebook/shootaround/summit,benign
tea-tray.com,phishing
nashville.about.com/od/nashvillerestaurantscores/Metro_Nashville_s_Public_Health_Departments_Restaurant_Scores.htm,benign
freefantasygames.blogspot.com/,benign
arashian.com/index.php?topic=3803.0,benign
spidermanmovieblog.com/archives/2006/12/,benign
http://www.slavia.sk/ochrana-sukromia,phishing
sportsmemorabilia.com/player/Bobby_Rousseau,benign
journalstar.com/news/opinion/editorial/columnists/article_a001d329-2869-5275-acd1-5347f79cadf6.html,benign
http://www.rsccaritas.ie/where-we-work/zambia/145-people-living-with-hiv--aids,phishing
http://indianexpress.com/article/lifestyle/life-style/blueair-launches-new-range-of-air-purifiers/,benign
pageinsider.com/balkin.blogspot.com,benign
snowcaptraffic.com/records/curt,benign
denningandcompany.com/,benign
naturalsciences.be/museum/minerals,benign
canoe.ca/SlamWrestlingArchive/may9_rou.html,benign
reunionannouncements.com/browse/california/lake-elsinore/temescal-canyon-high-school/,benign
imdb.com/name/nm2929186/,benign
osdir.com/ml/hardware.trs80.model100/2008-02/msg00106.html,benign
http://www.bandabiografia.com.br/index.php/agenda/venueevents/113-nova-santa-rosa,phishing
netdesign.co.jp,phishing
heraldbulletin.com/peopleandplaces/x670930604/Jim-Bailey-Electronic-age-communications-leave-much-to-be-desired,benign
youtube.com/watch?v=okpHiBq48Fc,benign
quiltharvest.blogspot.com/,benign
http://torcache.net/torrent/27A63887B50F48BD62F408659F7A3E547D3C7E8A.torrent?title=[kickass.to]the.following.s03e03.hdtv.xvid.fum.ettv,benign
locksmithcovington.com/,benign
amazon.com/Collected-Stories-Mavis-Gallant/dp/0679448861,benign
mysoftbank-securitys.com,phishing
premiumchocolatiers.com/,benign
powells.com/biblio?show=HARDCOVER:USED:9780151006281:8.50&page=excerpt,benign
hpdnet.com,phishing
http://www.lacollina.org/formazione/248.html,phishing
highbeam.com/doc/1G1-6750261.html,benign
http://jamminkidsweston.com/calendar/month.calendar/2013/03/02/-.html,phishing
boardreader.com/tp/Perkins.html,benign
http://mic.com/articles/117616/we-asked-15-men-what-they-wish-women-knew-here-are-their-honest-responses,benign
en.wikipedia.org/wiki/Category:Mayors_of_places_in_Quebec,benign
keymancollectibles.netfirms.com/baseballcards/miscellaneoussets/1991conlontsnchecklist.htm,benign
isetc.org/English/Conference/Talks.html,benign
http://weiterbildungskolleg-lippstadt.de/index.php?option=com_content&view=article&id=56&Itemid=59,phishing
brazzersvaults.org/brazzers-network/doctor-adventures/,benign
toolguyd.com/2011/09/coast-a25-led-flashlight/,benign
http://www.northcoastpost.de/index.php?option=com_mailto&tmpl=component&link=7ef7b934981c72c35efde011027ee9eed39ba436,phishing
city-data.com/forum/seattle-area/927801-ten-most-expensive-cities-united-states.html,benign
ocweekly.com/2011-08-25/music/luyas-jessie-stein-detroit-bar-costa-mesa/,benign
seattle.about.com/b/2009/02/27/museum-of-history-industry-the-art-of-warner-bros-cartoons.htm,benign
footballfashion.org/wordpress/2011/11/04/nsc-minnesota-stars-admiral-2011-home-jersey/,benign
http://9779.info/%E7%9A%B1%E7%BA%B9%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,phishing
thecareerslady.wordpress.com/2011/10/13/dara-o-briain-comes-to-surrey/,benign
lyricstime.com/malajube-la-caverne-lyrics.html,benign
lazylegz.com/,benign
najdiprevoz.si/si/ponudniki/prikaz/transferji-turisticni-in-taxi-prevozi-koper/97/,benign
sunsetcompanies.com/,benign
forargyll.com/2011/06/argyll-and-bute-council-warns-dog-owners-dont-laugh-to-comply-with-new-legislation/,benign
heuristic-poitras-93c7e2.netlify.com,phishing
asbnewzealand.cf,phishing
http://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-anushka-shrama-unveil-second-trailer-of-bombay-velvet/,benign
textenadorborg.ml,phishing
quebec.sabr.org/1950.htm,benign
http://www.ikenmijnkunst.nl/index.php/exposities/34-kunstroute-graauw-2012,phishing
http://distractify.com/post/related/id/544e64e04a0c4bc32d1c323d/skip/10/limit/10/back/0,benign
genforum.genealogy.com/dell/,benign
http://jalopnik.com/5956056/whats-bad-about-it-its-fucking-new-york---a-report-from-people-who-do-not-want-to-be-here-bailing-your-ass-out,benign
http://viticoltura.net/index.php/esperienze-nel-vigneto/vigneto-girapoggio.html,phishing
http://www.yunnanguolv.com/meeting/List/List_192.html,phishing
http://extratorrent.cc/torrent_download/4191088/Chappie+2015.720p.WEB.DL.x264.AC3.EVO.torrent,benign
ca.local.yahoo.com/results?stx=uniprix%20pharmacie&csz=Montr%C3%A9al%2C%20QC,benign
genforum.com/felton/all.html,benign
gcc.ca/newsarticle.php?id=152,benign
freepages.genealogy.rootsweb.ancestry.com/~crackerbarrel/1John.html,benign
http://superuser.com/questions/867312/no-screws-at-the-front-of-my-bit-fenix-comrade-case-for-fan,benign
http://patrikcase.com/index2.php?option=com_virtuemart&Itemid=22&pop=1&tmpl=component,phishing
lyricstime.com/reggie-and-the-full-effect-everything-s-okay-lyrics.html,benign
astronomy.com/~/link.aspx?_id=b0318658-40e8-446f-b197-583ce243efd2,benign
detail360.com/architect/michel-letourneau-architecte-pfid_2344924.htm,benign
http://9779.info/%E6%B0%B4%E6%9E%9C%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,phishing
http://hawko.com/php/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2hhd2tvLmNvbS9waHAvaW5kZXgucGhwP3ZpZXc9YXJ0aWNsZSZpZD03Mzpjb21wYW55LW5ld3M=,phishing
kingsofkauffman.com/2011/03/31/if-opening-day-were-a-full-season/,benign
nvsos.gov/index.aspx?page=436,benign
answers.com/topic/great-plains-energy-incorporated,benign
vircom.cz,phishing
acronymfinder.com/United-States-General-Accounting-Office-(USGAO).html,benign
blog.stationcasinos.com/2009/12/days-inn-to-serve-as-hotel-brand-at-wild-wild-west-gambling-hall/,benign
accelerator3359.com/Wrestling/bios/rougeau.html,benign
deaconjohn1987.blogspot.com/2010/10/reflections-on-holy-rosary-by-fr.html,benign
http://www.ada-hotel.com.ba/index.php?option=com_user&view=remind,phishing
itunes.apple.com/us/album/ra-one/id465956922,benign
familyoldphotos.com/mainlist/pa/towns,benign
chfi.com/2011/10/21/steven-cojocaru/,benign
ticketmaster.com/Alice-In-Chains-tickets/artist/734408,benign
new.music.yahoo.com/gilles-valiquette/tracks/,benign
ww3.house.leg.state.mn.us/members/members.asp?district=11A,benign
payrollandbookkeeping.com/west_midlands,benign
focusfeatures.com/paranorman,benign
http://www.unfallhilfe-bayern.de/index.php?view=article&catid=1:aktuelle-nachrichten&id=9:millionenfaches-laecheln&tmpl=component&print=1&layout=default&page=,phishing
http://www.ikenmijnkunst.nl/index.php/component/content/article/1-exposities/20-innemee-ontwerpt-boekomslag-peshitta-van-e-nierop,phishing
associatedcontent.com/article/2848036/10_black_and_white_films_to_watch_over.html,benign
http://kenh14.vn/tv-show/my-linh-lai-vuong-tranh-cai-khi-khen-thanh-duy-hon-minh-tuyet-20150419031923206.chn,benign
http://zoetekroon.nl/wp-content/themes/simplo/js/ddsmoothmenu.js,phishing
guardian.co.uk/world/2010/may/19/thailand-troops-storm-protest-camp,benign
wellness.com/find/family%20doctor/wa/burlington,benign
dubeaufamily.com/retrospect/index.php?m=surnames&sn=Pilon,benign
videosurf.com/criollo-41529,benign
docstoc.com/docs/6291526/Bernie_Geoffrion,benign
myspace.com/louiserobey,benign
metrodemontreal.com/green/guy/index.html,benign
http://burkinasaracanarias.org/fr.html?view=article&catid=40:noticias&id=73:musiklidad&tmpl=component&print=1&layout=default&page=,phishing
punknews.org/article/41840,benign
listofblackcomedians.com/godfrey-cambridge-0,benign
viewlondon.co.uk/films/ned-kelly-film-review-4799.html,benign
lsukansascity.com/Blog.html,benign
http://www.ppbenalmadena.es/index.php?option=com_content&view=category&id=35:noticias-de-malaga&layout=default,phishing
eldersmusic.com/,benign
usniff.com/top/ruby-spears+superman,benign
publicrecords.onlinesearches.com/MN_St.Louis.htm,benign
gtlaw.com/People/HaroldNIselin,benign
daxa.ro,phishing
mudcat.org/thread.cfm?threadid=15339,benign
http://censor.net.ua/resonance/329932/mnstr_osvti_sergyi_kvt_ukrana_pripinila_naukovotehnchnu_spvpratsyu_z_rosyu,benign
tvtropes.org/pmwiki/pmwiki.php/Main/NationalAnthem,benign
aviation.ca/content/view/6277/117/,benign
ca.linkedin.com/pub/chantal-leblanc/4/881/801,benign
fnsreporting.com/Upload%20Lance/fencing/fencing.html,benign
http://galiciainterior.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL2dhbGljaWFpbnRlcmlvci5jb20vY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8zMC1pbmZvcm1hY2luLWRlLWludGVyZXMvMTE5LXZpZGVvcy1kZS1nYWxpY2lhP2xhbmc9&lang=,phishing
dagtho.blogspot.com/2009_11_01_archive.html,benign
hometeamsonline.com/teams/?u=SWAINSBOROBASEBALL&s=baseball&t=c,benign
http://www.ok-styl.eu/index.php?option=com_content&view=article&id=174:okna-dachowe-skylight-premium&catid=41:rotator-news&lang=en,phishing
wrestlinggay.blogspot.com/,benign
pdfkick.com/1996-ford-f-250-f-350-f-super-duty-owners-manual-download-pdf-manual-pdf-download.html,benign
articles.sfgate.com/2011-08-12/bay-area/29879086_1_release-assemblyman-anthony-portantino-daily-calendar,benign
linkedin.com/pub/dir/cory/bowles,benign
hookandbullet.com/fishing-beaver-lake-black-diamond-wa/,benign
youtube.com/watch?v=868BmINfoUU,benign
twitter-icons.net/www/cracantu.it,benign
facebook.com/people/Liam-ONeil/1568541078,benign
https://medium.com/@damienbrz/my-100-happy-days-84271cbcd4f3?source=reading-list-recommended_user,benign
local.yahoo.com/info-17688394-wind-elmer-wind-architectural-group-st-louis,benign
wichitahof.com/Baseball_Inductees_Bios.htm,benign
content.usatoday.com/sportsdata/football/nfl/Titans/salaries/2008,benign
itunes.apple.com/us/artist/laurindo-almeida/id854290,benign
http://thenextweb.com/apps/2015/05/12/tango-messaging-app-now-offers-integrated-shopping/gtm.js,benign
schools.hcdsb.org/marg/Pages/StMarguerite.aspx,benign
finance.yahoo.com/q?s=aqa.to,benign
womensprosoccer.com/dc/news/general/090928-freedom-transactions,benign
sheilamckenzie.com/details-of-past-work,benign
pigeonfanciers.ca/quebec.html,benign
wegedental.com/,benign
harnesslink.com/www/News.cgi?category=United-States-Harness-Racing,benign
bukisa.com/articles/417552_famous-people-who-died-on-december-12th,benign
english.turkcebilgi.com/Battle+of+Fort+Cumberland,benign
goal.com/en-us/people/canada/44534/jonathan-beaulieu-bourgault,benign
http://tobogo.net/cdsb/board.php?board=diet&bm=view&no=102&category=&auth=&page=1&search=&keyword=&recom=,benign
http://crisantocirugiaplastica.com/index.php?option=com_content&view=article&id=22&Itemid=85,phishing
healthysouprecipe.com/souprecipes/,benign
imaginaryvoyage.com/goceryind.html,benign
ultimate-guitar.com/tabs/jon_lajoie_tabs.htm,benign
encyclopedia2.thefreedictionary.com/Mouvement+Republicain+Populaire,benign
personal.umich.edu/~sdcamp/Ecoeco/Greencities.html,benign
http://szgs.ru/on-the-company/vacancies/45-2008-08-18-10-50-51.html,phishing
publix.com/careers/,benign
kudzu.com/m/NATIONWIDE-INSURANCELAWRENCE-C-FARLEY-21406256,benign
soundunwound.com/music/mashmakhan/8155,benign
en.wikipedia.org/wiki/Nuclear_power_in_the_United_States,benign
thenextweb.com/insider/2011/11/26/what-attracts-big-tech-companies-to-ireland-hint-its-not-just-low-taxes/,benign
balleralert.com/profiles/blogs/isaiah-rider-fights-back-against-probation-violation,benign
associatedcontent.com/article/980982/previewing_the_2008_tennessee_titans.html,benign
worldtvradio.com/radiotv/stations/station07563.htm,benign
hellsgamers.com,phishing
http://www.learnpolish-online.pl/en/component/customproperties/index.html?tagId=3&content_element=content,phishing
http://pastehtml.com/view/bfvujjg1v.html,phishing
http://online.citicard.com.v2vshpwz8h.agencja-em.pl/doctorsincanton.com/wp-css/online.php,phishing
http://www.albondon.org/index.php/empresas-,phishing
http://pastehtml.com/view/bfu7um9oq.html,phishing
kuathletics.com/sports/m-baskbl/spec-rel/092311aaa.html,benign
rootsweb.ancestry.com/~nyschuyl/mcdfam.htm,benign
ca.linkedin.com/directory/people/ca/G8.html,benign
http://www.honarcinema.com/index.php?limitstart=25,phishing
provitpharmaceuticals.com,phishing
http://sibrc.org/news/news_29.html,phishing
yelp.ca/biz/citadel-hill-halifax-2,benign
southfest.com/features/287.shtml,benign
dmoz.org/Sports/Soccer/UEFA/Scotland/Scottish_Premier_League/,benign
delivr.net/hallmark-cards.html,benign
healthgrades.com/provider/ronald-banner-3cltl/,benign
http://annviviskennel.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2FubnZpdmlza2VubmVsLm5ldC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD00ODpodW5kZW5lJkl0ZW1pZD03Ng==,phishing
absoluteastronomy.com/topics/Robert_Berdella,benign
philboxing.com/news/story-61050.html,benign
importcds.com/Music/441220?ref=bing,benign
http://superuser.com/questions/909281/what-is-a-mouse-only-way-to-minimize-all-the-windows-except-the-active-one,benign
liriklagu-songlyrics.blogspot.com/2008/01/lyrics-no-one-by-alicia-keys.html,benign
monmans.blogspot.com/2011/11/dunlop-hometown-and-children.html,benign
http://www.fredhopper.com/training-courses/developer-training,phishing
en.wikipedia.org/wiki/Carleton_G._Young,benign
http://variety.com/2015/film/news/broken-hollywood-the-bizs-top-players-call-out-ways-industry-needs-to-change-1201416866/2015/biz/news/ron-meyer-studios-must-do-a-better-job-reining-in-rapidly-escalating-movie-expenses-1201416713/,benign
jigsaw.com/scid12190594/danny_yarnell.xhtml,benign
genforum.genealogy.com/slovenia/,benign
http://extratorrent.cc/torrent_download/4189635/JAV+Censored+VENU-504+All+It+Takes+Is+A+Little+Encouragement+To+Get+My+Dick+Hard+Instantly%21%21My+Stepm.torrent,benign
boxingstreamer.blogspot.com/2011/09/showtime-boxing-olusegun-ajose-vs-ali.html,benign
http://www.sanmarinosposi.com/index.php?option=com_content&view=article&id=48&Itemid=65,phishing
http://pastehtml.com/view/bdtuxrt76.html,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.eu-id3.net/identify-customer=RyZK5XV8cqBHjNU2tHUVDDUHHQhmGqUhbT6k6nicrobRWr51Mb6Ftijsx8MYyikbNi9QxKpPHRashs5UeoQAtsHZOP6kQimo7euv/,phishing
xn--80aehbifmf8acdejehti7p.xn--p1ai,phishing
http://www.planet-fitness.it/index.php?option=com_content&view=article&id=72&Itemid=41&vsig72_0=23,phishing
tripadvisor.com/ShowTopic-g155032-i51-k1488237-Central_Bus_Station_in_Montreal-Montreal_Quebec.html,benign
latimesblogs.latimes.com/entertainmentnewsbuzz/2010/06/craig-kilborn-and-the-kilborn-file.html,benign
imdb.com/name/nm0163247/,benign
kelownaminorhockey.com/default.aspx?p=pay_rates,benign
facebook.com/pages/Fort-Necessity-National-Battlefield/87700726358,benign
kelownakiosk.com/kelowna-events/Canada-Cowboy-Festival.php,benign
theatlanticcities.com/neighborhoods/2011/09/defining-cities-metropolitan-world/102/,benign
en-gb.facebook.com/ramyatv,benign
123people.com/s/wayne+edwards,benign
iima.org/JITIM/Abstract%20Vol%2014%20Issue%202.htm,benign
reverbnation.com/jennasydethewatchers,benign
anzmh.blogspot.com/,benign
http://www.akordeonlublin.pl/index.html,phishing
mahalo.com/alexandre-bolduc/,benign
yelp.com/biz/counterpoint-records-and-books-hollywood,benign
http://www.unikate-von-alexa.de/index.php?option=com_phocagallery&view=detail&catid=1:schmuck&id=242:meteorit-046-1&phocaslideshow=1&tmpl=component&Itemid=8,phishing
flixster.com/photos/shawn-batten-shawn-batten-14025472,benign
http://consumers-insuranceagency.com/index.php?option=com_facileforms&Itemid=5,phishing
youtube.com/watch?v=cebQhrUolAI,benign
http://www.cla-liege.be/activites/reunions-ordinaires.html,phishing
chaseonline.chase.com.us-chs.com,phishing
en.wikipedia.org/wiki/Samuel_Morton,benign
blockbuster.com/catalog/all/persons/f,benign
http://www.khack.be/index.php?option=com_qcontacts&view=category&catid=15&Itemid=20,phishing
creativesparkz.co.in,phishing
en.wikipedia.org/wiki/List_of_current_National_Football_League_stadiums,benign
histopolis.com/Place/US/IN/Allen_County/Leo-Cedarville,benign
http://www.dancestudio.co.za/news/904-general/87-show-2011,phishing
imdb.com/name/nm1285594/,benign
people.famouswhy.com/wally_george/,benign
services.apple-security.khk0l3vf3.ilfsacademy.org,phishing
sourcewatch.org/index.php?title=Ella_Baker_Center_for_Human_Rights,benign
bugehoobs.com/girls/italia_kash_bikini_model,benign
en.wikipedia.org/wiki/Don,benign
kprs.com/emmis/CBG/History.aspx,benign
nwu.org/,benign
aerorfq.com/catalog.php?direction=NEXT&position=661,benign
