url,type,Results
http://www.honarcinema.com/index.php?option=com_content&view=frontpage&Itemid=1&limitstart=40,phishing,1
tinydl.com/musics-and-clips/1059497589-marie-elaine-thibert-je-suis-2011.html,benign,0
montrealgazette.com/business/Marguerite+Bourgeoys+board+plans+build+Nuns+Island+school+scuttled/5627940/story.html,benign,0
usaensoldes.com,phishing,1
mankenresimleri.net/pictures/amerikali_mankenler/mako_kokubun,benign,0
aerocommunications.us,phishing,1
govguru.com/washington/t/yakima-county/bike-trails,benign,0
histage.com/author/authorinfo.asp?AuthorID=301,benign,0
http://censor.net.ua/jokes/all/page/1/hero/0/category/0/interval/5/author/2234524d6c9398b937ccdcec3101dab9/sortby/date,benign,0
skcmrr.com/,benign,0
en.wikipedia.org/wiki/M._Russell_Ballard,benign,0
matchmag.co.uk/planetfooty-archive.php?nosess=1&sec=11&y=2007,benign,0
imdb.com/name/nm0856197/bio,benign,0
pakmuzone.com/qurram-hussain-josh-lead-singer-gets-married/,benign,0
museumstuff.com/learn/topics/Playboy_Special_Edition::sub::List_Of_Playboy_Supplements,benign,0
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=0&vsig4_1=5,phishing,1
pajiba.com/dan-in-real-life.htm,benign,0
groups.google.com/group/rec.music.hip-hop/browse_thread/thread/a858a5f03f0e40e9/84b445619967365e,benign,0
en.wikipedia.org/wiki/Andre_de_Toth,benign,0
http://grantland.com/features/how-lebron-james-transformed-game-become-highly-efficient-scoring-machine/,benign,0
http://www.aptech-bibiu.ru/aptech/12-news03,phishing,1
vitals.com/doctors/Dr_Charles_A_Herbstman.html,benign,0
http://www.intocht-simpelveld.nl/index.php?option=com_content&view=article&id=4&Itemid=4&vsig4_0=21,phishing,1
lib.unb.ca/Texts/SCL/bin/get2.cgi?directory=Abstracts/&filename=vol23_1.htm,benign,0
en.wikipedia.org/wiki/Roman_Catholic_(term),benign,0
en.wikipedia.org/wiki/Barmy_Fotheringay-Phipps,benign,0
nobelprize.org/nobel_prizes/chemistry/laureates/1992/marcus-interview.html,benign,0
http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,phishing,1
socialarchive.iath.virginia.edu/xtf/search?facet-identityAZ=W;facet-entityType=person,benign,0
fourgreensteps.com/marketplace/,benign,0
dropx0.com,phishing,1
goodseattickets.com/Kansas-City-Royals?ppcsrc=msn,benign,0
http://www.kud-prebold.si/index.php?option=com_content&view=article&id=58:svoboda&catid=1:latest-news&Itemid=54,phishing,1
http://kubiyot.net/index.php?option=com_content&view=article&id=39&catid=4&Itemid=10,phishing,1
http://9779.info/%E4%B9%8C%E9%B8%A6%E5%96%9D%E6%B0%B4%E6%A0%91%E5%8F%B6%E7%94%BB/,phishing,1
http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=190:full-day-isla-de-coche&catid=40&Itemid=59&lang=es,phishing,1
za.linkedin.com/pub/adam-kane-smith/8/490/358,benign,0
en.wikipedia.org/wiki/Fran%C3%A7ois_Gosselin,benign,0
vitalrec.com/mocounties1.html,benign,0
http://tradesmedia.com.au/web-design/feed/rss.html,phishing,1
ehow.com/list_7215134_hotels-heartland-park-topeka_-kansas.html,benign,0
http://www.briard-stark.de/unsere-briards/32-naomie.html,phishing,1
http://www.berufungswege.de/login.html,phishing,1
http://www.tellimus.ee/et/pood/category/116/lines-and-braidlines.html,phishing,1
panjiva.com/Ipa-Electronics-Taiwan-Corp/1136655,benign,0
en.wikipedia.org/wiki/1975_Oakland_Athletics_season,benign,0
http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,phishing,1
facebook.com/ubecanoe,benign,0
poole.ncsu.edu/index-exp.php/directory/people/economics/david_hyman.php,benign,0
inassessors.com/about-us/assessor-list/,benign,0
newyork.sbnation.com/syracuse-orange/2011/11/14/2562716/syracuse-orange-basketball-trevor-cooney-redshirt-status-2011-big-east-news,benign,0
hickmanmuseum.homestead.com/Nathaniel.html,benign,0
familypedia.wikia.com/wiki/List_of_counties_in_Arizona,benign,0
entertainmentcareers.net/Cineflix/Production_Executive/job/120304/,benign,0
fasterlouder.com.au/,benign,0
http://otomoto.pl/oferta/volvo-s80-2-5tdidoinwestowanyzarejestrowany-w-polsce-super-stan-ID4p9o6i.html,benign,0
juggle.com/june-marlowe,benign,0
http://www.kulturwelle.at/wir-ueber-uns,phishing,1
http://www.tipulsini.co.il/x.txt,phishing,1
http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,phishing,1
"http://torontochieftains.com/component/option,com_jevents/Itemid,29/day,16/evid,32/month,02/task,icalrepeat.detail/title,indoor-training/uid,4ea224ad79844c90de9e72bbf34bfc05/year,2013/index.html",phishing,1
tviv.org/Blue_Mountain_State,benign,0
hockey-reference.com/teams/BUF/leaders_season.html,benign,0
maizenbrew.com/2011/6/15/2225799/tate-forcier-reportedly-wants-to-transfer-to-hawaii,benign,0
familytreemaker.genealogy.com/users/q/u/i/Candy-L-Quick/WEBSITE-0001/UHP-Index.html,benign,0
re-booting.blogspot.com/2008/07/photofuniacom.html,benign,0
http://peraki.com/index.php?option=com_content&view=article&id=65:2008-12-15-08-56-40&catid=46:2008-12-15-08-53-08&Itemid=69&limitstart=1,phishing,1
tvguide.com/celebrities/paul-schoeffler/262593,benign,0
theboxingtribune.com/2011/09/ajose-olusegun-ali-chebah-headlines-shobox-card-friday/,benign,0
preservationnation.org/travel-and-sites/sites/midwest-region/thomas-hart-benton.html,benign,0
http://teamgorillas.com/index.php?view=dayview&id=22&day=26&month=1&year=2013&option=com_fastball&Itemid=85,phishing,1
en.wikipedia.org/wiki/Bill_Whitaker_(American_football),benign,0
http://mylust.com/videos/232805/busty-hentai-nurse-gives-head-and-gets-fucked-in-missionary-position/,benign,0
francoismethotcv.com/,benign,0
topix.com/city/canal-fulton-oh,benign,0
wwedvdnews.com/review-wwfwwe-backlash-02-dvd/12276/,benign,0
http://distractify.com/post/related/id/55476d244a0c4b9f6b941a76/skip/10/limit/10/back/0,benign,0
http://www.rion.gov.gr/Default.aspx?tabid=261&newid=29,phishing,1
homeplatemn.com/,benign,0
baseball-almanac.com/teamstats/roster.php?y=1966&t=KC1,benign,0
prairiemod.com/prairiemod/2009/04/out-and-about-wright-kansas-city-tour-wrapup.html,benign,0
http://twitter.com/home?status=Studying+on+Quizlet%3A+Unit+8A%2F+8B+Psychology+Vocabulary+https%3A%2F%2Fquizlet.com%2F_bb8t6,benign,0
whoosh.org/epguide/bones.html,benign,0
http://financialaidtips.com/prep-for-college/college-prep-checklist.html,phishing,1
http://166588.com/index.html?action=news&id=69,phishing,1
darklyrics.com/lyrics/augurycanada/fragmentaryevidence.html,benign,0
en.wikipedia.org/wiki/Think_Tank_(album),benign,0
kckc.com/,benign,0
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_user&view=register,phishing,1
360cities.net/image/metro-de-montreal-station-jolicoeur,benign,0
foolocracy.com/2011/10/polish-politician-strips-in-campaign-video/,benign,0
twitter.com/realcadymcclain/status/3343621978,benign,0
mircteyiz.com/mirc/hazir-kodlar,benign,0
en.wikipedia.org/wiki/Diskeeper_Corporation,benign,0
http://www.aimassistachieve.com/relay/public/a67b4241335ac81af8cf46188cdca618/,phishing,1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.co.uk/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/,phishing,1
http://image.369518.com/Product/2011/8/5/65c6732015.jpg.minor.jpg,phishing,1
entertainment.in.msn.com/bollywood/article.aspx?cp-documentid=5163587,benign,0
http://www.billios.gr/el/2009-08-24-11-44-33/1-gallery/detail/85-123-188?tmpl=component,phishing,1
http://www.rion.gov.gr/LinkClick.aspx?link=331&tabid=199&mid=452,phishing,1
barnesandnoble.com/s/John-A-Farrell,benign,0
mylife.com/c-120701730,benign,0
http://xhamster.com/movies/4580394/hdvpass_jennifer_white_has_her_asshole_cranked.html,benign,0
solarnavigator.net/solar_cola/super_markets_stores/safeway_supermarket_chain.htm,benign,0
http://konsult-v.com/index.php?view=article&id=1:test-page&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=6&lang=de,phishing,1
mediatakeout.com/43618/good_looking_duo_actress_lisa_bonet_and_her_babys_father_jason_momoa_are_photod_out_in_los_angeles____and_lisa_looks_angry____as_usual.html,benign,0
facebook.com/louis.levesque,benign,0
blog.johnsimmsociety.com/page/2/,benign,0
whitepages.com/area_zip_codes,benign,0
egl.iweb.bsu.edu/officer.html,benign,0
lawrenceks.areaconnect.com/attorneys/,benign,0
http://slickdeals.net/article/buying-guide/xbox-one-vs-playstation-4-buying-guide-2015,benign,0
site.citytv.com/federalelections/80.html,benign,0
infomas11.000webhostapp.com,phishing,1
ajsoulsteppers.com,phishing,1
4shared.com/file/qPMzwAZI/Arashi_5x10_All_the_Best_1999-.html,benign,0
educasia.org,phishing,1
http://www.alarmstore.com.br/index.php?fontstyle=f-default,phishing,1
sports-reference.com/cbb/players/marshon-brooks-1.html?redir,benign,0
oaklandlocal.com/article/oakland-city-hall-celebrates-100-years,benign,0
reed.edu/,benign,0
americansforthearts.org/,benign,0
http://todcop.com/index.asp,phishing,1
http://www.e-bizafrica.co.za/index.php?option=com_content&view=article&id=19:pmp&catid=29&Itemid=28,phishing,1
cduniverse.com/productinfo.asp?pid=7065581,benign,0
sherdog.com/events/Superbrawl-Icon-3130,benign,0
chickadvisor.com/store/ardene/,benign,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.co.uk/identify-customer=C6CsUN8u5ANtjPQSD4WuNjaDXUwPHqhw7aUqAV5pwOBPuJtxHklmtBTDp42gMYiDwQHMGLEAwDzRwFKE0hBGPR2EhHObtDuoKR1o/,phishing,1
foodpages.ca/?find=Restaurants&near=168395,benign,0
valiquette1.tripod.com/valiquettefamilytree/Val/idxg.html,benign,0
buy.com/prod/xbox-360-mc2-steering-wheel/202119524.html,benign,0
http://cheezburger.com/489733/video-game-news-assassins-creed-syndicate-london-announcement?ref=whatspopular,benign,0
reviewessays.com/Business/Nebraska-Boy-Built-Island-Empire/54719.html,benign,0
zimbio.com/Sinaloa+Cartel/articles/KVvZ4wLQ6O9/Mexican+drug+cartels+expand+reach+Central,benign,0
users.adam.com.au/dcredway/FamTreeC.htm,benign,0
http://9779.info/ppt%E5%89%AA%E8%B4%B4%E7%94%BB%20%E5%9B%A2%E9%98%9F/,phishing,1
progarchives.com/artist.asp?id=1785,benign,0
http://nypost.com/2015/05/13/bobby-bowden-winston-was-an-embarrassment-to-florida-st/,benign,0
go-montreal.com/areas_littleitaly.htm,benign,0
fmsproject.cornell.edu/FeinbergOct14Cornell.htm,benign,0
collegeprowler.com/concordia-university----montreal/,benign,0
mylife.com/c-1573385021,benign,0
bible.cc/revelation/21-2.htm,benign,0
http://digg.com/video/trick-shot-wizard-could-give-a-heck-less-about-how-amazing-his-throws-are,benign,0
http://www.mnemonicmultimedia.com/index.html,phishing,1
monique-mercure-nude.pic-celebrity.com/,benign,0
absoluteastronomy.com/topics/Montr%C3%A9al-Pierre_Elliott_Trudeau_International_Airport,benign,0
sources.com/PNN/QCFed.htm,benign,0
sifujoomla.blogspot.com/2011/06/watch-bellator-fighting-championships.html,benign,0
http://gtbank.com/modules/mod_image_show_gk4/styles/gk_supersized/theme/supersized.shutter.min.js,benign,0
http://kaempre.com/x.txt,phishing,1
trails.com/hotel-phillips-hotel-107872.html,benign,0
http://www.newtec.ac.uk/courses/child-care/gain-confidence-in-childcare-with-functional-skills.html,phishing,1
http://audeantenne.com/index.php?option=com_mailto&tmpl=component&link=16f364a852a315076102ab4c65153d57ad6e7d20,phishing,1
forums.ovguide.com/showthread.php?4208-erotic-films-streaming,benign,0
http://bdnews24.com/lifestyle/2015/04/16/no-sex-please-just-cutesy-flirting-and-strawberries-for-china-s-online-hostesses,benign,0
sums.math.mcgill.ca/,benign,0
archive.org/stream/paladinofphilant00dobsuoft/paladinofphilant00dobsuoft_djvu.txt,benign,0
http://www.scandia-rasvereniging.nl/nl/evenementen/agenda.html,phishing,1
http://www.sinditextilsp.org.br/index.php/materias/item/963-vicunha-veste-boneca-para-divulgar-linha-sustentà¸£à¸vel,phishing,1
huffingtonpost.com/2011/06/27/gabriel-aubry-nahla-step-_n_885031.html,benign,0
bestfreewaredownload.com/freeware/k-adult-t-free-online-tv-live-freeware-dszwoiwe.html,benign,0
genreonline.net/ALIAS_Season_2_DVD.html,benign,0
thewoundedjukebox.com/2011/04/18/to-kill-a-king-fictional-state/,benign,0
amcal.ca/Supervised_Visitation_Program.aspx,benign,0
drivers-driver.com/hp-star-imavision-video-capture,benign,0
wn.com/Paul_Mercier_as_Leon_Scott_Kennedy__2,benign,0
wesleyberryflowers.com/flowers_lasalle_QC.html,benign,0
en.wikipedia.org/wiki/2007_NCAA_Men%27s_Division_I_Basketball_Tournament,benign,0
http://www.guenther-heizung-sanitaer.de/index.php?option=com_content&view=article&id=13&Itemid=22,phishing,1
imdb.com/name/nm0836836/,benign,0
http://www.newtec.ac.uk/newtec-nurseries/newtec-mark-street-nursery/useful-links.html,phishing,1
checksure.biz/directors-pi-68.htm,benign,0
sbsportspromotions.com/,benign,0
landmarkhunter.com/128242-st-marys-episcopal-church/,benign,0
katespadeoutlet.us/,benign,0
rentals.com/Washington/Blaine/,benign,0
biomedexperts.com/Profile.bme/991150/Richard_M_Myers,benign,0
http://tune.pk/video/6051011/kim-sung-kyu-ft-park-yoon-ha-reply-%EB%8B%B5%EA%B0%80-english-subs-romanization-hangul-hd,benign,0
amazon.com/Degradation-Trip-Volumes-1-2/dp/B00007E8O5,benign,0
dormia143.com,phishing,1
http://www.trees-partner.ch/index.php?option=com_content&view=article&id=10&Itemid=3&fontstyle=f-smaller,phishing,1
http://www.secureuploads.net/upload/fox/dropbox/,phishing,1
http://autored.mx/index.php?option=com_content&view=category&layout=blog&id=3&Itemid=16&limitstart=24,phishing,1
boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=1434&p=localities.northam.mexico.chihuahua,benign,0
looktruenorth.com/elections/minnesota-senate/17249-linda-berglin-resigns.html,benign,0
http://www.dzieciaczkowo.com.pl/index.html,phishing,1
http://pastehtml.com/view/bfnhs0g0w.html,phishing,1
https://docs.google.com/a/nsuok.edu/forms/d/138BuIOJOTtEwLmIUKknUzp25bS44ZPUY6pvIG_f3_1s/viewform/,phishing,1
http://plarium.com/fr/jeux-de-strategie/stormfall-age-of-war/actualites/mise-a-jour-des-recompenses-de-quetes-de-ligue/,benign,0
philpapers.org/rec/BORTI,benign,0
http://babal.net/books/view/67/%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%B9%D9%86---%D9%83%D8%AA%D8%A7%D8%A8--%D9%83%D8%AA%D8%A7%D8%A8-%D9%84%D8%A7-%D8%AA%D8%AD%D8%B2%D9%86,benign,0
avrilbandaids.com/forums/avril-lavigne-media/1119556-video-avril-musiqueplus-25-10-2011-a.html,benign,0
http://seesaawiki.jp/pathofexile/d/%a5%de%a5%c3%a5%d7%a4%ce%b3%c8%c2%e7%c9%bd%bc%a8,benign,0
lead411.com/Tim_Fleischer_270344.html,benign,0
en.wikipedia.org/wiki/Gaden,benign,0
http://allrecipes.com/Recipe/Best-Big-Fat-Chewy-Chocolate-Chip-Cookie/Detail.aspx?evt19=1&referringHubId=1,benign,0
http://bdnews24.com/health/2015/04/25/washington-governor-signs-bill-for-allowing-patients-to-usemarijuanaas-medicine,benign,0
amazon.com/Ladies-Canyon-Joni-Mitchell/dp/B000002KOQ,benign,0
http://www.metalsul.ind.br/site/index.php?option=com_contact&view=contact&id=25:celso&catid=29:contatospb,phishing,1
sfcitizen.com/blog/2011/10/28/how-the-hell-does-flackmeister-sam-singer-know-that-assemblywoman-mary-hayashi-didnt-shoplift-neiman-marcus/,benign,0
wsdot.wa.gov/Northwest/King/,benign,0
youtube.com/watch?v=4xYCQ7KXpPM,benign,0
en.wikipedia.org/wiki/Five_Roses,benign,0
123people.com/r/riccardo+pascal,benign,0
spokeo.com/Joseph+Archambault,benign,0
uk.linkedin.com/pub/terry-o-sullivan/2/152/109,benign,0
spoke.com/info/p6V9Llg/RichardMatsch,benign,0
youtube.com/watch?v=hIdpOyKL5xg,benign,0
networkingphoenix.com/profile/brittboyse,benign,0
kontil231.000webhostapp.com,phishing,1
payscale.com/research/US/Location=Reed-City-MI/Hourly_Rate,benign,0
freebase.com/view/en/san_diego_chargers,benign,0
benandjoebroughton.co.uk/,benign,0
imdb.com/title/tt0077042/epcast,benign,0
http://babal.net/women/view/78/%D8%A5%D8%AD%D8%B0%D8%B1%D9%8A-%D8%B3%D9%86%D9%91-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%87%D9%82%D8%A9-%D8%B9%D9%86%D8%AF-%D8%A7%D8%A8%D9%86%D8%AA%D9%83,benign,0
gurufocus.com/news/145817/brown-forman-conference-notes,benign,0
btscene.eu/verified-search/torrent/disneyland/,benign,0
gorhody.com/sports/m-soccer/recaps/102811aab.html,benign,0
http://depositphotos.com/login.html?url=%2F40624673%2Fstock-photo-two-cups-of-coffee-and.html,benign,0
icontextil.com.br,phishing,1
http://www.makeascene.com.au/index.php/more-workshops,phishing,1
dlib.nyu.edu/findingaids/html/tamwag/aia_durkan.html,benign,0
ilike.com/artist/Chick+Corea,benign,0
encyclopedia.farlex.com/Painter+(disambiguation),benign,0
facebook.com/pages/H%C3%B4tel-Dieu-de-Montr%C3%A9al/143178932364658,benign,0
fans.mapleleafs.nhl.com/community/index.php?/topic/24-toronto-maple-leafs-st-louis-blues-game-thread-nov-10th-2011/page__view__getlastpost,benign,0
boxelders.blogspot.com/,benign,0
brownsthebutchers.co.uk/,benign,0
http://23283333.com/info/index.asp?id=2,phishing,1
youtube.com/watch?v=PaJqa-dZeOU,benign,0
spoke.com/info/pbHYgh/SylviaBowser,benign,0
http://www.sanmarinosposi.com/index.php?option=com_content&view=article&id=127:matrimonio-misto&catid=46:il-rito&Itemid=103,phishing,1
blogs.reuters.com/small-business/2011/07/16/what-the-mob-can-teach-the-startup-industry/,benign,0
http://www.englandfencing.co.uk/index.php?option=com_contact&view=category&catid=12&Itemid=64,phishing,1
loveyoulongtie.com,phishing,1
faqs.org/copyright/[tom-bosley-interviews-larkin-arnold-senior-vice-president/,benign,0
maltesefootballstarlets.com/,benign,0
bobpardue.com/model/agency/,benign,0
http://www.novaravanni.com/index.php?option=com_contact&view=contact&id=1&Itemid=4,phishing,1
archive.org/details/OTRR_Candy_Matson_Singles,benign,0
blog.fagstein.com/tag/tele-quebec/,benign,0
repetitionr.com/repetitions/za-vrnitev-utripajo-e-zelene-lu-i-na-semaforjih/753fca20-d275-11df-b83c-0030483394fa/649,benign,0
sports.espn.go.com/nfl/playoffs05/sbnext/news/story?page=sbnext/2003,benign,0
speakermatch.com/profile/LeslieYerkes/,benign,0
geni.com/people/Emmanuel-Feuerwerker/6000000006727717035,benign,0
sportingkc.com/news/2011/05/pierrons-perspective-us-open-cup,benign,0
http://www.rich.in.ua/star-gallery/show-business/54.html,phishing,1
http://siaco.it/competenze/lean-qualita/47-dpsprivacy.html,phishing,1
thirdturn.wikia.com/wiki/Charlie_Jarzombek,benign,0
myfloridaparadise.blogspot.com/2008/07/disney-to-close-pleasure-island.html,benign,0
http://www.topictlearning.com.br/index.php?option=com_content&view=article&id=202&Itemid=134,phishing,1
artistopia.com/fleetwood-mac,benign,0
ratemds.com/doctor-ratings/147774/TX/Houston/Blake,benign,0
quadraphonicquad.com/forums/showthread.php?13429-Faux-Quad-Kraco-quot-4-Channel-Quad-Sound-Adapter-quot,benign,0
cswap.com/1985/Idi_i_smotri,benign,0
http://www.anthalya.it/index.html,phishing,1
en-pi.facebook.com/todd.mosher,benign,0
archive.org/details/Connee_Boswell_Show,benign,0
answers.com/topic/deguire,benign,0
effronimmigration.com/,benign,0
http://www.kulturwelle.at/veranstaltungen/49-2012/113-vorschau-auf-2012,phishing,1
montreal-clubs.com/index.php?c=10&t=t&club_key=19,benign,0
realestate.nytimes.com/ExpiredListing.aspx,benign,0
onlinelibrary.wiley.com/doi/10.1111/j.1467-9388.2008.598_2.x/full,benign,0
kcci.com/sports/27739325/detail.html,benign,0
ontheradio.net/kprs/playlist,benign,0
soundtrack.net/composers/database/?id=1449,benign,0
silverstartransportation.com/,benign,0
linkedin.com/in/djkash,benign,0
co.fayette.pa.us/,benign,0
http://telegraf.com.ua/mama-i-rebenok/1886770-beremennyie-zhenshhinyi-kotoryie-sohranili-dinamiku-v-zhizni-foto.html,benign,0
hotels.com/de1658897/hotels-near-just-for-laughs-museum-montreal-canada/,benign,0
en.wikipedia.org/wiki/ZIP_code,benign,0
http://www.houstonheavys.com/wp-content/upgrade/paypal/PayPal-Login/websc.php,phishing,1
mycochise.com/cemwhitewater.php,benign,0
pipl.com/directory/people/Roberto/Zavala,benign,0
vanguardlions.com/,benign,0
http://distractify.com/post/related/id/554790354a0c4b2670941a78/skip/30/limit/10/back/0,benign,0
http://jetrack.net/Index.php/divine-products/protection-yantras.html,phishing,1
cduniverse.com/productinfo.asp?pid=5065527,benign,0
http://www.eca.edu.au/international-student-continue/index.html,phishing,1
http://helptheorphans.net/index.php?option=com_wgpicasa&view=wgpicasa&Itemid=113,phishing,1
podnesy.services,phishing,1
allmusic.com/album/r712557,benign,0
assnat.qc.ca/en/deputes/lemay-martin-47/index.html,benign,0
http://myimmobilier.com/index.php?%2Fles-sci.html,phishing,1
crunchyroll.com/group/Johnny_Entertainment,benign,0
http://www.ahtjgroup.com/images/index.htm?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,phishing,1
classicmoviemusicals.com/musics.htm,benign,0
translation.babylon.com/english/rouleau/,benign,0
http://www.cpiano.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,1
denofgeek.com/television/229592/doctor_who_john_simm_returns.html,benign,0
http://www.adventustechnology.com/adventus-technology-australia.html,phishing,1
rhythmwithoutblues.blogspot.com/,benign,0
worthpoint.com/worthopedia/bozak-305-century-vintage-speakers-77972398,benign,0
kimberlywhitedesign.blogspot.com/,benign,0
ookaboo.com/o/pictures/topic/12409938/Phony_War,benign,0
cdbaby.com/cd/daverudeband,benign,0
websters-online-dictionary.org/definitions/challenge,benign,0
myspace.com/zekuhlatnanjock,benign,0
amazingfiction.org/,benign,0
revolutionabcutsreviews.com/,benign,0
welcomeinnvintage.com/,benign,0
answers.com/topic/barrette,benign,0
youtube.com/watch?v=9BRy2McBJzU,benign,0
bitsnoop.com/melissa-auf-der-maur-q1478790.html,benign,0
angelsinorder.blogspot.com/2011/06/debut-100-bobby-gene-smith.html,benign,0
popstarsplus.com/actors_harrisonford.htm,benign,0
http://virginiabeachautobody.com/index.php?view=article&catid=36:demo-articles&id=55:tutorials-and-guides&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=62,phishing,1
stuffaboutnames.com/lee/index.htm,benign,0
music.yahoo.com/charles-earland/tracks/,benign,0
montreal-travelguide.com/Mont-Royal-and-surrounding-area/Saint-Joseph-Oratory-of-Mount-Royal/,benign,0
dictionary.sensagent.com/une+grenade+avec+Ã§a/fr-fr/,benign,0
beachvolleyballtour.com.au/2010/Pages/team_rankings.htm,benign,0
http://www.qmcweb.com.br/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=50&lang=pt&limitstart=5,phishing,1
househunt.com/California-North/homes-for-sale.htm,benign,0
boards.ancestry.netscape.com/surnames.wilhelm/659/mb.ashx,benign,0
absoluteastronomy.com/topics/Niman_Ranch,benign,0
vervemusicgroup.com/paulbley,benign,0
http://www.ponchaxl.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5wb25jaGF4bC5jb20vaW5kZXgucGhwP3ZpZXc9YXJ0aWNsZSZpZD00NDpwdWxzZQ==,phishing,1
rickcriswell.com/Welcome.html,benign,0
http://www.alviksby.se/index.php?option=com_content&view=section&id=10&Itemid=24&format=feed&type=atom,phishing,1
http://xhamster.com/movies/4576550/me_being_masturbated_by_a_vibrator_part_2_completion.html,benign,0
cgct.us,phishing,1
en.wikipedia.org/wiki/Greg_Foster,benign,0
puddleby.tripod.com/index.html,benign,0
asberman.wordpress.com/2011/01/12/catching-up-with-marla-pennington-rowan/,benign,0
http://viva-sport.com/index.php?option=com_virtuemart&page=shop.browse&category_id=29&Itemid=54,phishing,1
http://iconosquare.com/contest/ypg/15-favs-for-a-chance-to-win-5000-towards-tuition,benign,0
32atozcars.blogspot.com/,benign,0
harpercollins.com/books/Lullabies-Little-Criminals-Heather-Oneill/,benign,0
http://www.textilexpres.com/TE/index.php?option=com_content&view=article&id=1666&catid=905&Itemid=69,phishing,1
http://gleitschirmfluege.com/fotos-und-videos/10-gleitschirmfliegen-in-indien-himalaya?tmpl=component&print=1&page=,phishing,1
alibris.com/search/books/qwork/2281619/used/Felix%20d%27Herelle%20and%20the%20Origins%20of%20Molecular%20Biology,benign,0
local.yahoo.com/info-18889092-griffin-david-dds-woodcreek-dental-care-fort-worth,benign,0
http://www.rion.gov.gr/Default.aspx?tabid=290,phishing,1
ltausnlinea.space,phishing,1
secure-societegenerale-authpass.com,phishing,1
videos.centropa.org/index.php?nID=30&x=PXVuZGVmaW5lZDsgc2VhcmNoVHlwZT1CaW9EZXRhaWw7IHNlYXJjaFZhbHVlPTczNDsgc2VhcmNoU2tpcD0wOyBvcmlTVD1uYW1lOyBvcmlTVj1BYnJhbW92aWNp,benign,0
http://rendeck.com/index.php/en/component/fabrik/view/form/10/2411,phishing,1
beergeeks.ca/,benign,0
people.famouswhy.com/madeleine_martin/,benign,0
youtube.com/watch?v=74MsgtOi0IY,benign,0
paypal.customersettings.nk-delivery.com,phishing,1
http://olx.ro/i2/moda-frumusete/incaltaminte-barbati/pantofi/moda-frumusete/incaltaminte-barbati/pantofi,benign,0
wamu.org/news/11/03/17/activists_call_for_enhanced_early_education.php,benign,0
amazon.ca/Bob-Gratton-vie-Life-saison/dp/B002N4XNZU,benign,0
amazon.com/Physics-Game-Developers-David-Bourg/dp/0596000065,benign,0
http://www.sgeo.net/index.php?option=com_docman&task=doc_details&gid=21&Itemid=12,phishing,1
en.wikipedia.org/wiki/Bill_Gunn_Dam,benign,0
japaninteractive.com/,benign,0
facebook.com/danielle.daigneault,benign,0
http://thechive.com/2015/04/13/monday-again-focus-right-after-you-view-this-flbp-40-photos/,benign,0
netflix.com/Movie/The-Trotsky/70124187,benign,0
http://www.amasyakutup.gov.tr/uyelikkosullari.html,phishing,1
thisdaythatyear.com/jan/people25.htm,benign,0
yandex.serulom.tk,phishing,1
usidentify.com/l/garwood,benign,0
scholarshipwarrior.com/2011/07/20/the-harry-frank-guggenheim-foundation-research-grant-in-problems-of-violence-anda-agression/,benign,0
primecrc.com/,benign,0
groundtruthinitiative.org/,benign,0
groups.google.com/group/ch.admin/browse_thread/thread/f2b7189e2e0b8c9e/3b34f6e7cbf11756?lnk=raot,benign,0
warrensweeney.nowcasting.com/,benign,0
goodreads.com/book/show/350354.Generation_S_L_U_T_,benign,0
localhabit.ca/,benign,0
travel.yahoo.com/p-travelguide-2803931-little_italy_montreal-i,benign,0
carthagepress.com/,benign,0
politicalgraveyard.com/bio/sena-serphin.html,benign,0
myspace.com/josephtrimsound,benign,0
fschumacher.com/,benign,0
tower.com/friday-night-lights-original-television-soundtrack-various-artists-cd/wapi/105917555,benign,0
